Villa Name,Wiki Link Text,Wiki Link,Grid Reference,Link,latitude,longitude
Colworth,Colworth House,/wiki/Colworth_House,SP971603,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=346800&resourceID=19191,52.232347927075466,-0.5794177689823833
Totternhoe,Totternhoe,/wiki/Totternhoe,SP98932080,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=346563&resourceID=19191,51.877005954372805,-0.5640506705737869
Aldermaston Wharf,Aldermaston Wharf,/wiki/Aldermaston_Wharf,SU605681,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=240982&resourceID=19191,51.40870845796113,-1.1314950542189088
Basildon,Lower Basildon,/wiki/Lower_Basildon,SU60797929,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=241288&resourceID=19191,51.50928098277029,-1.1254048524666487
Birch Farm,Marlston,/wiki/Marlston,SU529738,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=237393&resourceID=19191,51.46071425685992,-1.239920511162463
Cox Green,Cox Green,/wiki/Cox_Green_Berkshire,SU86877979,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=247961&resourceID=19191,51.51037345755036,-0.749471908809205
Eling Farm,Yattendon,/wiki/Yattendon,SU53237523,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=237286&resourceID=19191,51.473540103899566,-1.234955408185117
Kintbury,Kintbury,/wiki/Kintbury,SU39416715,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=228668&resourceID=19191,51.40202057083811,-1.4348398655612067
Maddle Farm,Upper Lambourn,/wiki/Upper_Lambourn,SU301828,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=229360&resourceID=19191,51.54330222722977,-1.567349684409034
Maidenhatch,Pangbourne,/wiki/Pangbourne,SU61757378,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=241612&resourceID=19191,51.459639936784704,-1.1125333245466502
Maidenhead,Maidenhead,/wiki/Maidenhead,SU88068110,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=248410&resourceID=19191,51.52196539064059,-0.7319955374203215
Well House Farm,Hermitage,/wiki/Hermitage_Berkshire,SU52347258,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=237389&resourceID=19191,51.44979748051596,-1.2481615774060562
Bancroft,Milton Keynes(StantonburyCP),/wiki/Milton_Keynes,SP82714036,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=345174&resourceID=19191,52.05546433101605,-0.7950008737950199
Foxcote,Foscott,/wiki/Foscott_Buckinghamshire,SP72233530,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=342930&resourceID=19191,52.01144235333488,-0.9489283026043541
Hambleden,Hambleden,/wiki/Hambleden,SU78398554,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=245181&resourceID=19191,51.56330242642052,-0.8704002841922645
Hambleden,Hambleden,/wiki/Hambleden,SU78638483,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=245271&resourceID=19191,51.55688643995318,-0.8670962805161074
High Wycombe,High Wycombe,/wiki/High_Wycombe,SU87409239,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=248726&resourceID=19191,51.62355557380754,-0.7387030035343087
Latimer,Latimer,/wiki/Latimer_Buckinghamshire,SU99779852,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=251990&resourceID=19191,51.676599916326175,-0.5582454820365369
Lavendon,Lavendon,/wiki/Lavendon,SP90895409,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=346970&resourceID=19191,52.17759145673135,-0.6720255587328442
Mursley,Mursley,/wiki/Mursley,SP83263038,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=344806&resourceID=19191,51.96567520013453,-0.7894024064458939
Saunderton,Saunderton,/wiki/Saunderton,SP79710190,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=342603&resourceID=19191,51.7101848936739,-0.847633994024418
Stanton Low,Milton Keynes(StantonburyCP),/wiki/Milton_Keynes,SP841430,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=345100&resourceID=19191,52.07898513390677,-0.7740767551010526
Thornton,Thornton,/wiki/Thornton_Buckinghamshire,SP75653672,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=342881&resourceID=19191,52.023751829679966,-0.8987816694852018
Barnack,Barnack,/wiki/Barnack,TF08030663,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347802&resourceID=19191,52.64666211085664,-0.4043759831902194
Bartlow,Bartlow,/wiki/Bartlow,TL58724499,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=374140&resourceID=19191,52.08052060335851,0.31579849280460615
Castor,Castor,/wiki/Castor_Cambridgeshire,TL12609725,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=364439&resourceID=19191,52.561445311103846,-0.34000883046621083
Comberton,Comberton,/wiki/Comberton,TL38455489,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=368941&resourceID=19191,52.17490668626051,0.02391144249007386
Croydon,Croydon,/wiki/Croydon_Cambridgeshire,TL324483,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=368572&resourceID=19191,52.117176779385986,-0.06715678452685989
Fordham,Fordham,/wiki/Fordham_Cambridgeshire,TL635684,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=377396&resourceID=19191,52.28941312758743,0.39687827424064553
Godmanchester,Godmanchester,/wiki/Godmanchester,TL257713,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=366565&resourceID=19191,52.32541062096616,-0.1564895466358735
Great Wilbraham,Great Wilbraham,/wiki/Great_Wilbraham,TL55825763,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1095800&resourceID=19191,52.19489368164769,0.2792593475135934
Guilden Morden,Guilden Morden,/wiki/Guilden_Morden,TL27634054,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=365953&resourceID=19191,52.04856739999799,-0.13974464846198967
Helpston,Helpston,/wiki/Helpston,TF12370408,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=350328&resourceID=19191,52.62286733364693,-0.3410846046308299
Huntingdon,Huntingdon,/wiki/Huntingdon,TL23667138,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=366748&resourceID=19191,52.32659247193216,-0.1864009317989923
Ickleton,Ickleton,/wiki/Ickleton,TL496431,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=371050&resourceID=19191,52.06607803021125,0.18182886236140683
Itter Crescent,Walton Peterborough,/wiki/Walton_Peterborough,TF182020,N/A,52.602940819940244,-0.25568759179986983
Linton,Linton,/wiki/Linton_Cambridgeshire,TL57594615,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=374014&resourceID=19191,52.0912637728011,0.29983840443316256
Litlington,Litlington,/wiki/Litlington_Cambridgeshire,TL31264247,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=368682&resourceID=19191,52.06506268280681,-0.08605580439191672
Orton Longueville,Orton Longueville,/wiki/Orton_Longueville,TL176956,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=364221&resourceID=19191,52.54556243262161,-0.2668198746254303
Pilsgate,Barnack,/wiki/Barnack,TF05670651,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347808&resourceID=19191,52.64604804230438,-0.43930271103323765
Reach,Reach,/wiki/Reach_Cambridgeshire,TL57266518,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=374665&resourceID=19191,52.26230752824078,0.30384840397415663
Rushey Farm,Great Staughton,/wiki/Great_Staughton,TL13466304,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=363484&resourceID=19191,52.25384681974883,-0.3389157080190881
Sacrewell Lodge,Thornhaugh,/wiki/Thornhaugh,TF07630046,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=348090&resourceID=19191,52.59129612977088,-0.4122977416185488
Teversham,Teversham,/wiki/Teversham,TL49965752,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=371259&resourceID=19191,52.195528958076764,0.19344366960117945
Water Newton,Water Newton,/wiki/Water_Newton,TL111973,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=364448&resourceID=19191,52.56220259757295,-0.3621242307408682
Vale Royal,Eaton,/wiki/Eaton_Rushton,SJ571634,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=71430&resourceID=19191,53.165982027878265,-2.6431702996789728
Magor,Illogan,/wiki/Illogan,SW63674235,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=426186&resourceID=19191,50.23380387770985,-5.3180457350936425
Carsington by Wirksworth,Carsington Water,/wiki/Carsington_Water,SK24925166,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=607068&resourceID=19191,53.0616132978255,-1.6295993321612467
Downes,Downes Crediton,/wiki/Downes_Crediton,SX85049920,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=918313&resourceID=19191,50.78094851119932,-3.632343707525891
Holcombe,Holcombe,/wiki/Holcombe_East_Devon,SY31499281,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=449785&resourceID=19191,50.73085274626381,-2.9721585754401287
Honeyditchesgh,Seatonl,/wiki/Seaton_Devon,SY238909,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=449679&resourceID=19191,50.7127204071445,-3.080730092635536
Brenscombe Farm,Corfe Castle,/wiki/Corfe_Castle_(village),SY97898272,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=456839&resourceID=19191,50.64416612817721,-2.0312031686357077
Bucknowle Farm,Corfe Castle,/w/index.php?title=Buxknowle_Roman_villa&action=edit&redlink=1,SY95368146,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=456872&resourceID=19191,50.63282005590821,-2.0669684576906535
Dewlish,Dewlish,/wiki/Dewlish,SY76789720,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=454480&resourceID=19191,50.77391503405566,-2.330674373839655
Druce Farm,Puddletown,/wiki/Puddletown,SY7496,N/A,50.7630056272705,-2.3700153351792097
East Creech,East Creech,/wiki/East_Creech,SY93478277,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=456920&resourceID=19191,50.64458212084085,-2.093715540753078
Farnham,Farnham,/wiki/Farnham_Dorset,ST9615,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=209791&resourceID=19191,50.93443563362583,-2.0582947285640163
Fifehead Neville,Fifehead Neville,/wiki/Fifehead_Neville,ST77281121,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=202262&resourceID=19191,50.89991769102201,-2.324456441407387
Frampton,Frampton,/wiki/Frampton_Dorset,SY61589528,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=453174&resourceID=19191,50.755839271338495,-2.5460404857249883
Halstock,Halstock,/wiki/Halstock,ST53380757,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=195721&resourceID=19191,50.86574763964079,-2.6638555345318973
Hemsworth,Witchampton,/wiki/Witchampton,ST96320587,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=209284&resourceID=19191,50.85233723754495,-2.053646032290475
Hinton St Mary,Hinton St Mary,/wiki/Hinton_St_Mary,ST78451602,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=202177&resourceID=19191,50.94321539390944,-2.3081044529742103
Iwerne,Iwerne Minster,/wiki/Iwerne_Minster,ST85691375,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=206061&resourceID=19191,50.923029537468096,-2.2049639913339782
Lenthay,Sherborne,/wiki/Sherborne,ST62451529,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=199497&resourceID=19191,50.935827969283594,-2.5357646966582763
Myncen Farm,Gussage St Andrew,/wiki/Gussage,ST973143,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=912528&resourceID=19191,50.92814880655307,-2.0397893791973942
Preston,Preston,/wiki/Preston_Dorset,SY70298270,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=454283&resourceID=19191,50.643227154111116,-2.4215443016819393
Tarrant Hinton,Tarrant Hinton,/wiki/Tarrant_Hinton,ST92591194,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=210228&resourceID=19191,50.9068846463002,-2.1067583544264035
Thornford,Thornford,/wiki/Thornford,ST59451363,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196188&resourceID=19191,50.92069767930562,-2.5782738483863024
Walls Field,Charminster,/wiki/Charminster,SY66729492,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=453248&resourceID=19191,50.75292058266335,-2.4731389721643704
Wynford Eagle,Wynford Eagle,/wiki/Wynford_Eagle,SY575952,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=450700&resourceID=19191,50.75483464437309,-2.603872585610467
Alresford,Alresford,/wiki/Alresford_Essex,TM06091993,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=385970&resourceID=19191,51.83993155259504,0.9922674871447038
Ashdon,Ashdon,/wiki/Ashdon,TL57784347,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=374158&resourceID=19191,52.06713439729106,0.30137243597572816
Brightlingsea,Brightlingsea,/wiki/Brightlingsea,TM05881872,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=385972&resourceID=19191,51.829144693753136,0.9884960549336993
Chignall,Chignal St James,/wiki/Chignal_St_James,TL66251086,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376080&resourceID=19191,51.77172946095338,0.40922760741422803
Finchingfield,Finchingfield,/wiki/Finchingfield,TL668337,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376680&resourceID=19191,51.976734302020375,0.4282470386015423
Finchingfield,Finchingfield,/wiki/Finchingfield,TL69053256,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376691&resourceID=19191,51.965814987356836,0.4604575694729767
Fryerning,Fryerning,/wiki/Fryerning,TL646018,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=375861&resourceID=19191,51.690827673024344,0.38101627617436573
Gestingthorpe,Gestingthorpe,/wiki/Gestingthorpe,TL827386,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=381671&resourceID=19191,52.01574593591881,0.6624517056569065
Great Tey,Great Tey,/wiki/Great_Tey,TL88922546,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=381346&resourceID=19191,51.895662425785105,0.7459024844930535
Hallingbury,Little Hallingbury,/wiki/Little_Hallingbury,TL49221638,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=369973&resourceID=19191,51.82611926387965,0.1646800050703566
Harlow,Harlow,/wiki/Harlow,TL48091255,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1084331&resourceID=19191,51.792008365465755,0.14664007270506932
Little Dunmow,Little Dunmow,/wiki/Little_Dunmow,TL664212,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376402&resourceID=19191,51.86456910273643,0.4163743765765717
Little Oakley,Little Oakley,/wiki/Little_Oakley_Essex,TM223290,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=389512&resourceID=19191,51.915137733656074,1.233566800699412
Mucking,Mucking,/wiki/Mucking,TQ673804,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1302380&resourceID=19191,51.49778692862475,0.4098816422940867
Park Farm,Abberton,/wiki/Abberton_Essex,TL994203,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=384123&resourceID=19191,51.845680911655236,0.8953093065247023
Pleshey,Pleshey,/wiki/Pleshey,TL65101435,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376028&resourceID=19191,51.80342081226884,0.3942154652921812
Rivenhall,Rivenhall,/wiki/Rivenhall,TL82971784,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=381076&resourceID=19191,51.82920897525706,0.6553410182263236
Ridgewell,Ridgewell,/wiki/Ridgewell,TL73304026,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=379420&resourceID=19191,52.033668688863614,0.5262440980987712
Stebbing,Stebbing,/wiki/Stebbing,TL67692446,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376358&resourceID=19191,51.893466997192604,0.4367023151737248
Stebbing Green,Stebbing,/wiki/Stebbing,TL68852334,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=376366&resourceID=19191,51.88305654832042,0.45301838040280673
Wendens Ambo,Wendens Ambo,/wiki/Wendens_Ambo,TL508360,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=373695&resourceID=19191,52.00196634455863,0.19620884299651029
West Mersea,West Mersea,/wiki/West_Mersea,TM00961251,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=386129&resourceID=19191,51.77517291251096,0.9134447495805509
Abbotswood,Lower Swell,/wiki/Lower_Swell,SP18542624,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=330160&resourceID=19191,51.93436696349121,-1.7317449467116603
Ampney St Peter,Ampney St Peter,/wiki/Ampney_St_Peter,SP08050052,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=327315&resourceID=19191,51.703368080363305,-1.8849105686100127
Barnsley Park,Barnsley,/wiki/Barnsley_Gloucestershire,SP08120617,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=327163&resourceID=19191,51.754166755898204,-1.8837677052094233
Barrington Park,Barrington,/wiki/Barrington_Gloucestershire,SP20411381,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=332433&resourceID=19191,51.82254675248594,-1.7052769038747706
Bibury,Bibury,/wiki/Bibury,SP12220652,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=329710&resourceID=19191,51.75724001243034,-1.824359254260174
Boughspring,Boughspring,/wiki/Boughspring,ST55969738,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=198716&resourceID=19191,51.67345642449798,-2.638288866674401
Brislington,Brislington,/wiki/Brislington,ST61647097,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=201401&resourceID=19191,51.436423044915024,-2.5532571507442183
Broadwell,Broadwell,/wiki/Broadwell_Cotswold,SP19922802,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=330131&resourceID=19191,51.950322952736755,-1.7115704264497198
Chedworth,Chedworth,/wiki/Chedworth,SP05271347,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=327592&resourceID=19191,51.81983463235099,-1.924946895522305
Cheyney Court,Upton Cheyney,/wiki/Upton_Cheyney,ST695698,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=200843&resourceID=19191,51.4263825365547,-2.4400781111908123
Cirencester,Cirencester,/wiki/Cirencester,SP01630232,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=327354&resourceID=19191,51.719606186132765,-1.9778044191999549
Clear Cupboard,Farmington,/wiki/Farmington_Gloucestershire,SP13231582,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=329941&resourceID=19191,51.84083313076303,-1.8093746913452722
Cold Harbour Farm,Wick,/wiki/Wick_Gloucestershire,ST70667192,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=204952&resourceID=19191,51.44550560742491,-2.423569958603425
Combend,Colesbourne,/wiki/Colesbourne,SO98411107,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=117505&resourceID=19191,51.798277442833275,-2.0244595258157343
Compton Grove,Compton Abdale,/wiki/Compton_Abdale,SP04821624,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=327505&resourceID=19191,51.84474351912757,-1.931437804818356
Ditches,Woodmancote,/wiki/Woodmancote_Cirencester,SO99590944,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=117102&resourceID=19191,51.78362444181206,-2.007345867616877
Dryhill,Crickley Hill,/w/index.php?title=Crickley_Hill_Country_Park&action=edit&redlink=1,SO93161688,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=117453&resourceID=19191,51.850474208108004,-2.100706535879974
Eastleach,Eastleach,/wiki/Eastleach,SP18900634,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=918537&resourceID=19191,51.75543741727579,-1.7275898432125119
Ebrington,Ebrington,/wiki/Ebrington,SP18923999,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=330563&resourceID=19191,52.05797495008806,-1.7254635103598943
Frocester Court,Frocester,/wiki/Frocester,SO78490272,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=113199&resourceID=19191,51.72278768741418,-2.3127998206900333
Great Barrington,Barrington,/wiki/Barrington_Gloucestershire,SP21711324,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=332436&resourceID=19191,51.81737324457317,-1.6864508761543975
Great Lemhill,Lechlade,/wiki/Lechlade,SP21200249,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=332221&resourceID=19191,51.720740325608084,-1.694502198584997
Great Rissington,Great Rissington,/wiki/Great_Rissington,SP18941634,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=329866&resourceID=19191,51.84534505375184,-1.7264673469741822
Great Witcombe,Great Witcombe,/wiki/Great_Witcombe,SO89931424,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=115513&resourceID=19191,51.82668861053461,-2.1475212583210985
Highfold,Painswick,/wiki/Painswick,SO85761021,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=115532&resourceID=19191,51.790363582596456,-2.207861644342033
Hocberry,Rodmarton,/wiki/Rodmarton,ST94439843,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=212790&resourceID=19191,51.684603873505594,-2.081966976053341
Hucclecote,Hucclecote,/wiki/Hucclecote,SO87691755,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=115209&resourceID=19191,51.85640313527947,-2.180142910831501
